Species	AT2G31240	6733	TC05G003200	6500	6977	TC02G024400	TC09G017950	6570	6447	6483	TC00G083870	7371	TC05G027690	5772	outlier014	6139	6883	4932	TC09G009480	6532	6450	TC02G003180	5406	TC07G000920	5034	6893	TC01G019030	7325	TC07G011130	4951	6034	6954	6631	TC04G030670	7602	4724	6227	TC06G016050	5318	AT3G04880	6320	6407	6363	6565	KT377126.1	TC04G026920	TC00G047210	7628	KT377094.1	TC06G006880	5843	5578	6962	6406	5960	5981	5942	5816	6164	TC09G025650	6797	TC01G032610	6439	5933	NM_179236.3	6420	6875	TC01G021540	AT5G13520	5639	TC03G028600	outlier002	5866	6274	NM_001198514.1	5990	TC04G015820	5354	5945	outlier010	7111	TC01G040040	5918	6430	7363	4890	6448	AT5G50280	AT2G35790	5842	outlier001	outlier011	6004	5926	6064	6265	5427	6492	6865	5328	5163	5469	7028	5343	NM_124699.3	5531	6848	5870	AT3G46610	5464	TC01G019250	5162	6383	6785	7194	5536	6238	7241	5326	AT3G56460	7128	5699	7021	TC05G029300	6780	KT377102.1	6366	6557	7333	AT3G10150	6978	TC09G034320	TC03G025580	5296	4954	6000	6601	TC02G023190	AT1G63680	AT5G64370	5802	AT1G02020	AT4G15420	TC03G023900	AT4G39520	6150	AT5G55960	6507	5220	6552	6460	6792	5841	5821	AT5G08530	AT2G01650	6924	6854	7029	5865	6859	5489	6459	5188	TC03G001430	5980	5138	TC01G005310	TC09G007890	6540	TC01G033670	6130	6270	5599	5449	5032	AT5G13630	AT5G02860	TC02G026940	6098	AT5G13030	TC01G002420	5335	6705	5656	5177	6488	6221	4796	outlier006	7367	outlier013	TC04G028160	4848	6128	6412	5434	6506	6318	7336	5339	6110	5460	5919	6148	6958	KT377086.1	6550	AT5G23940	5064	6641	6860	5941	5644	5791	6914	7024	6882	TC07G000500	AT4G38890	6387	AT3G53700	7135	5936	7141	6782	6299	5702	AT3G24190	4691	AT4G00740	4806	5968	6457	6528	AT3G56940	outlier003	6114	6909	6864	4744	TC04G019470	6036	5366	AT5G40440	TC06G011670	6051	AT1G48520	5123	6378	6679	5913	6494	5454	5116	5206	AT3G59040	TC03G002530	TC05G024510	5426	AT3G02760	6401	5594	5857	AT1G17160	4471	6779	6969	5949	outlier005	6620	6379	5428	5355	6405	6216	TC09G004790	AT1G52310	5421	KT377070.1	4942	5347	6933	5596	7273	TC02G006310	outlier004	TC09G010970	TC02G004290	5849	TC03G012430	6487	TC06G020780	5264	5333	AT3G54690	6393	AT5G13400	6282	6636	6050	TC05G008010	5977	5463	outlier009	5634	6979	5660	6527	6732	7279	6226	AT5G57930	TC02G009310	4889	6048	5348	7572	5703	7577	AT2G35130	6533	6946	NM_148067.4	5733	4992	7331	TC04G030490	6072	TC09G026260	5260	TC08G013000	6198	5271	5554	6531	6947	5273	6667	5859	AJ133743.1	TC05G005750	outlier007	5716	AT4G33945	6913	5893	6119	6791	KT377078.1	6995	TC03G010340	5477	7174	7324	6284	5090	6544	6398	5815	AT3G54090	6825	6056	7136	5398	6175	TC09G026350	5664	6713	4757	5910	7583	6955	5104	AT3G26782	5770	7296	outlier008	6563	4793	4802	AT1G65380	AT2G33630	TC01G007130	KT377118.1	TC05G022880	NM_113708.2	5614	6041	5940	AT5G21070	6538	outlier012	6639	5958	5513
SRR10185880	1023	0	534	534	138	597	1026	345	0	0	747	0	690	189	111	93	210	282	594	105	408	855	282	270	0	0	123	0	363	0	0	315	0	678	213	276	312	216	174	873	0	0	318	0	267	1023	0	0	240	816	0	201	252	0	0	0	309	0	351	414	243	408	420	165	702	153	621	273	597	243	648	168	0	276	0	192	864	0	72	117	0	303	195	0	0	0	0	537	336	0	0	0	522	162	75	0	249	144	165	441	228	147	0	192	168	0	363	66	837	0	633	150	0	0	0	0	0	0	375	453	111	132	123	1584	282	210	0	0	252	750	276	585	414	0	471	132	216	618	609	0	261	1479	654	375	345	366	1041	0	81	0	366	234	372	0	1332	762	285	111	324	477	159	0	420	189	657	207	297	516	0	0	789	153	0	0	411	0	681	1479	1209	423	1104	552	0	231	99	0	144	138	0	0	0	0	1029	153	129	0	198	0	0	0	141	321	0	549	153	0	186	261	735	0	279	228	231	195	0	129	0	0	501	348	438	543	96	195	0	108	0	240	552	387	828	114	0	0	537	330	0	0	177	0	0	540	1167	69	498	636	279	624	141	72	87	0	129	219	117	186	528	507	1422	435	864	0	444	270	465	120	135	0	0	120	495	0	0	0	0	165	609	459	144	684	123	219	0	687	0	378	162	477	615	285	1137	195	477	549	0	657	0	558	270	0	0	0	0	186	111	234	414	0	201	0	0	0	768	378	0	0	0	282	0	153	858	117	0	432	0	135	99	546	0	504	0	363	0	0	240	249	0	114	300	222	978	1122	0	186	312	249	114	258	0	105	0	345	243	0	69	399	267	156	105	186	375	186	96	165	303	714	1158	213	0	177	717	0	0	0	531	0	0	216	273	0	516	945	0	1170	351	351	324	0	306	207	252	0	84	75	357	0
SRR10185881	1416	0	534	648	207	1023	789	519	0	0	891	0	549	237	0	93	330	282	348	114	432	552	372	270	0	0	126	0	363	0	0	333	0	678	285	276	591	216	243	870	309	0	333	0	267	714	0	0	240	588	0	201	237	0	216	0	309	0	351	486	126	393	99	165	996	153	1158	273	588	243	600	168	0	216	0	0	1776	0	72	117	0	297	315	0	0	0	0	432	336	0	0	150	618	234	0	0	339	144	165	102	537	147	0	423	168	0	264	66	1407	0	840	150	0	0	0	0	0	0	396	453	111	132	123	1584	282	186	0	0	252	714	348	993	414	0	699	132	396	618	1416	0	219	1479	639	375	381	336	846	0	81	0	366	234	669	267	1335	1347	420	111	324	543	195	0	471	315	756	90	300	516	0	0	771	153	0	123	411	132	756	1407	615	744	666	972	0	231	99	0	417	138	0	0	0	0	1029	153	129	258	198	132	132	0	141	321	0	549	243	0	300	255	735	0	336	228	231	210	0	129	0	0	483	603	549	276	96	174	189	108	0	240	465	162	678	114	0	0	291	294	0	0	177	0	0	540	483	138	273	636	279	612	120	216	0	189	129	219	117	186	723	507	981	270	870	0	471	288	294	192	171	0	0	120	519	0	0	0	0	312	609	474	144	684	123	219	51	375	0	378	162	477	615	285	1137	195	708	549	0	660	0	558	294	0	0	0	0	165	111	219	813	0	201	0	0	0	429	441	0	0	0	282	0	198	438	117	0	348	0	198	99	546	0	474	144	405	0	0	240	249	117	114	294	222	627	600	0	186	312	150	114	435	0	105	0	345	144	0	69	399	267	156	213	186	675	240	96	261	303	717	861	213	0	219	348	0	0	0	1089	0	0	216	279	0	261	945	0	666	351	351	324	0	213	138	210	0	84	75	111	267
SRR10185882	606	0	453	135	0	705	750	147	0	0	771	0	231	0	0	93	96	180	348	105	225	516	141	252	0	0	126	0	249	0	0	165	0	375	0	192	156	315	0	363	0	0	129	0	144	264	0	0	126	495	0	0	0	0	0	0	198	0	0	360	0	195	99	156	714	111	585	204	531	243	273	141	0	0	0	0	573	0	72	0	0	252	96	0	0	0	0	480	294	0	0	0	192	0	0	0	0	144	78	102	174	147	0	357	168	0	0	66	291	0	1128	0	0	0	0	0	0	0	426	204	90	93	0	387	0	210	0	0	252	246	0	627	318	0	291	132	0	525	1026	0	0	540	378	375	192	0	816	0	72	0	231	117	162	0	939	678	0	78	0	267	0	0	189	0	516	105	0	324	0	0	447	129	0	0	309	0	1197	552	444	330	252	648	0	0	0	0	114	0	0	0	0	0	363	153	144	0	126	0	0	0	132	294	0	300	153	0	162	210	372	0	186	114	138	210	0	129	0	0	954	273	0	384	96	108	0	108	0	0	375	0	333	0	0	0	75	297	0	0	177	0	0	336	246	69	303	219	279	597	120	0	0	0	120	150	117	186	420	336	615	294	519	0	0	159	330	0	0	0	0	0	87	0	0	0	0	84	327	330	0	240	123	0	0	450	0	222	162	312	300	153	630	105	0	405	0	468	0	633	108	0	0	0	0	162	105	0	207	0	192	0	0	0	342	504	0	0	0	282	0	0	243	117	0	258	0	99	0	381	0	468	0	300	0	0	129	114	0	0	201	207	618	171	0	162	252	150	114	105	0	105	0	345	99	0	66	249	135	129	96	0	255	0	0	96	153	375	375	0	0	0	207	0	0	0	648	0	0	108	192	0	120	219	0	744	240	225	138	0	117	0	336	0	81	0	126	0
SRR10185883	402	0	534	426	0	603	429	147	0	0	894	0	690	0	0	93	201	282	777	105	306	855	237	252	0	0	123	0	363	0	0	222	0	678	180	276	387	315	69	873	0	0	276	0	267	165	0	0	234	717	0	168	192	0	0	0	309	0	189	375	75	357	99	165	924	153	585	273	588	243	648	168	0	0	0	0	453	0	72	117	0	339	201	0	0	0	0	1278	336	0	0	0	510	186	0	0	168	144	165	102	228	147	0	420	168	0	225	66	432	0	726	150	0	0	0	0	0	0	426	237	111	132	123	1584	66	210	0	0	252	507	0	564	849	0	834	132	141	441	432	0	237	1479	654	375	492	126	1476	0	81	0	366	234	312	0	876	1347	204	111	153	324	0	0	399	189	603	207	0	516	0	0	741	153	0	0	411	0	942	873	1209	606	411	288	0	0	96	0	189	132	0	0	0	0	561	153	0	177	198	81	0	0	141	321	0	258	162	0	300	261	735	0	336	219	231	210	0	129	0	0	483	603	0	321	96	105	0	108	0	177	354	222	657	114	0	0	291	330	0	0	105	0	0	540	498	69	396	636	279	630	120	93	87	0	129	189	117	189	420	507	1422	435	864	0	360	234	465	120	162	0	0	93	87	0	0	0	0	165	603	945	144	549	123	219	0	399	0	366	162	312	615	216	1137	195	318	339	0	591	0	558	111	0	0	0	0	162	111	159	240	0	198	0	0	0	768	363	0	0	0	282	0	0	417	117	0	423	0	198	99	546	0	504	0	561	0	0	240	249	0	0	300	222	543	417	0	162	168	150	114	258	0	105	0	345	144	0	69	399	198	156	108	141	438	0	96	165	303	387	708	159	0	177	363	0	0	0	1089	0	0	207	279	0	348	945	0	744	351	351	219	0	306	0	540	0	81	75	129	0
SRR10185884	1416	0	534	819	126	603	1086	222	0	0	747	213	690	0	0	93	201	282	777	183	399	756	279	270	0	0	126	0	363	0	0	378	0	678	366	276	330	393	174	882	165	0	198	0	267	927	0	0	240	936	0	201	210	0	0	0	309	0	246	498	87	471	99	93	876	153	768	270	1017	243	648	168	0	231	0	0	534	0	72	117	0	555	141	0	0	0	0	1281	336	0	0	0	666	222	75	0	249	144	165	441	549	147	186	423	168	0	264	66	723	0	843	150	0	0	0	0	0	0	426	453	111	132	123	1584	90	210	0	0	252	498	258	840	414	0	387	132	255	372	759	0	261	597	960	375	492	315	1161	0	81	0	366	234	372	261	1335	840	393	111	204	651	192	0	474	315	756	138	186	516	0	0	783	153	0	0	411	0	702	651	948	501	858	972	0	231	99	0	183	135	0	0	0	0	1029	153	117	0	198	0	99	0	141	321	0	549	240	0	300	255	735	0	336	228	231	210	0	129	0	0	483	291	315	300	96	174	0	108	0	240	297	255	873	114	0	0	291	330	0	0	288	0	0	540	483	192	207	636	279	630	120	162	87	195	129	219	117	186	1047	507	1422	390	732	0	504	288	222	120	171	0	0	93	87	0	0	0	0	180	609	447	144	684	123	219	261	570	0	378	162	477	615	285	975	189	711	558	0	525	0	708	267	0	0	0	0	171	111	210	498	0	201	0	0	138	423	558	0	0	0	282	0	0	531	117	0	423	0	135	0	234	0	498	150	402	0	0	240	249	0	114	294	222	978	888	0	162	312	150	114	258	0	105	0	345	144	0	69	399	351	156	108	159	867	186	96	165	300	420	1149	0	0	177	411	0	0	0	1089	0	0	207	279	186	516	945	0	1170	228	351	324	0	306	168	336	0	84	75	357	138
SRR10185885	450	0	537	1398	81	1023	831	519	0	0	1047	0	690	0	0	93	474	282	339	219	462	615	237	1290	0	0	126	0	309	0	0	333	0	678	255	273	318	813	174	678	0	0	426	0	267	975	0	0	240	897	0	177	375	0	0	0	309	0	351	681	123	282	204	165	924	153	621	273	735	243	648	168	0	147	0	0	1485	0	72	123	0	555	339	0	0	0	0	831	267	0	0	0	729	237	0	0	249	144	165	498	582	147	0	420	168	0	264	66	1407	0	633	150	0	0	0	0	0	0	396	453	111	132	123	1584	0	186	0	0	651	504	336	777	414	0	459	132	396	468	903	0	261	504	654	375	495	366	1470	0	81	0	366	234	603	0	1335	792	357	111	324	678	0	0	645	189	750	207	0	396	0	0	783	150	0	0	411	0	1035	603	1107	423	705	552	0	294	99	0	417	342	0	0	0	0	1029	153	0	0	198	0	0	0	141	342	0	549	222	0	300	261	735	0	186	267	231	210	120	129	0	0	567	555	738	300	96	174	0	108	0	0	864	483	546	114	0	0	291	330	0	0	288	0	0	348	1413	189	498	636	279	630	120	291	87	0	129	219	117	153	1047	507	1422	438	732	0	648	288	465	120	0	0	0	93	402	0	0	0	0	174	609	474	144	318	123	150	300	687	0	378	162	477	615	504	741	189	672	549	0	690	0	813	270	0	0	0	0	171	111	114	690	0	198	0	0	0	768	282	0	0	0	282	0	198	474	117	0	432	0	198	0	546	0	504	0	759	0	0	240	249	210	90	300	222	978	870	0	162	312	249	114	435	0	105	0	345	144	0	69	399	351	156	159	153	882	0	96	165	345	654	975	225	0	474	270	0	0	0	1089	0	0	201	276	0	486	513	0	1170	270	351	348	0	213	132	678	0	84	75	360	138
SRR10185886	1416	0	534	312	0	1023	570	147	0	0	891	0	690	0	0	93	222	282	378	105	246	579	237	270	0	0	126	0	363	0	0	228	0	525	171	192	246	216	69	882	0	0	180	0	267	264	0	0	240	573	0	177	210	0	0	0	309	0	180	363	75	348	99	165	924	153	459	270	492	243	480	168	0	162	0	153	534	0	72	117	0	339	96	0	0	0	0	693	336	0	0	0	261	138	75	0	96	144	165	102	132	147	0	423	168	0	150	66	435	0	840	150	0	0	0	0	0	0	426	237	111	132	123	1584	0	210	0	0	252	507	168	336	609	0	420	132	144	618	414	0	126	936	960	216	492	126	1476	0	81	0	366	234	264	0	849	1107	204	111	195	303	0	0	252	168	603	207	0	516	0	0	777	153	0	0	411	0	702	1164	1209	642	705	495	0	0	99	0	93	120	0	0	0	0	474	153	156	0	135	0	0	0	141	321	0	549	213	0	300	96	735	0	213	183	231	210	0	129	0	0	372	603	195	300	96	162	0	108	0	147	375	219	678	114	0	0	378	168	0	0	288	0	0	540	498	69	192	636	279	270	120	93	0	0	129	219	117	186	639	336	1422	435	864	0	336	252	222	120	0	0	0	0	87	0	0	0	0	165	609	474	144	513	123	0	0	255	0	213	162	477	615	189	1011	189	432	339	0	591	0	708	111	0	0	0	0	171	111	0	204	0	201	0	0	0	768	246	0	0	0	273	0	0	531	243	0	291	0	99	0	546	0	351	0	762	0	0	240	153	0	114	294	222	978	390	0	162	312	150	114	258	0	105	0	345	144	0	69	399	279	156	108	120	447	0	96	165	162	714	909	126	0	165	321	0	0	0	774	0	0	207	144	0	228	945	0	1170	228	351	219	0	213	0	540	0	84	0	129	0
SRR10185887	849	0	534	501	81	603	789	222	0	0	894	0	486	0	0	93	222	282	378	105	291	780	234	270	0	0	126	0	291	0	0	249	0	678	150	276	168	183	69	669	0	0	183	0	267	264	0	0	240	942	0	201	180	0	0	0	309	0	351	681	75	393	99	165	924	150	462	273	660	243	648	168	0	0	0	0	1074	0	72	117	0	366	201	0	0	0	0	1560	336	0	0	0	423	138	0	0	249	144	165	102	228	147	0	420	168	0	132	66	624	0	921	144	0	0	0	0	0	0	396	453	111	132	123	1584	0	210	0	0	252	276	228	1305	414	0	834	132	147	618	888	0	261	468	570	375	345	216	1470	0	81	0	366	234	372	0	780	792	204	111	153	477	0	0	369	189	621	207	0	516	0	0	783	153	0	0	411	0	702	1164	1209	972	411	972	0	228	99	0	162	138	0	0	0	0	1029	153	156	0	198	0	0	0	141	342	0	549	162	0	300	261	735	0	270	180	231	210	0	129	0	0	372	765	0	300	96	162	0	108	0	129	354	255	678	114	0	0	291	294	0	0	276	0	0	540	585	69	498	636	279	630	126	0	87	0	129	219	117	189	1047	336	1422	435	570	0	600	291	465	120	126	0	0	0	489	0	0	0	0	165	609	474	144	549	123	219	0	687	0	264	162	312	615	228	1137	189	357	282	0	690	0	558	267	0	0	0	0	162	111	135	180	0	162	0	0	0	528	303	0	0	0	282	0	198	417	117	0	423	0	198	0	234	0	504	0	366	0	0	240	249	0	90	294	222	567	621	0	162	312	150	114	258	0	105	0	345	144	0	69	399	180	156	213	141	480	147	96	165	153	321	969	0	0	177	354	0	0	0	768	0	0	207	279	0	348	945	0	1170	351	351	366	0	213	0	540	0	84	75	129	0
SRR10185888	1005	0	534	381	0	1023	1188	147	0	0	831	0	480	0	0	93	135	282	363	105	207	492	237	225	0	0	126	0	360	0	0	249	0	525	150	276	246	315	174	723	0	0	165	0	267	228	0	0	240	468	0	177	114	0	0	0	309	0	177	681	0	255	99	165	666	153	438	273	729	243	423	168	0	0	0	0	453	0	72	117	0	354	138	0	0	0	0	873	336	0	0	150	375	147	0	0	96	144	165	102	228	147	0	420	168	0	150	66	819	0	561	0	0	0	0	0	0	0	393	237	111	132	123	1542	0	210	0	0	252	501	90	666	549	0	570	132	0	810	1041	0	126	765	558	375	324	171	1470	0	81	0	366	234	162	0	1335	1347	204	111	186	438	0	0	369	162	606	207	0	516	0	0	783	153	0	0	411	0	702	420	999	930	327	552	0	0	99	0	114	138	0	0	0	0	777	153	147	0	135	0	0	0	141	318	0	501	162	0	300	255	735	0	186	168	231	210	0	129	0	0	501	603	0	384	96	249	0	108	0	201	258	225	879	0	0	0	291	330	0	0	114	0	0	540	738	69	207	636	174	549	120	159	0	0	120	219	117	189	354	336	1377	435	513	0	300	210	276	120	0	0	0	120	87	0	0	0	0	111	609	945	144	549	123	219	0	687	0	378	159	312	549	249	984	195	0	339	0	567	0	540	180	0	0	0	0	162	108	0	240	0	201	0	0	0	423	558	0	0	0	282	0	0	531	117	0	423	0	198	0	501	0	504	0	555	0	0	240	249	0	90	294	222	447	516	0	186	192	150	114	258	0	105	0	345	144	0	69	348	135	156	105	0	447	183	96	165	303	468	525	0	0	177	0	0	0	0	1083	0	0	216	279	0	228	945	0	1170	351	351	219	0	213	0	540	0	84	75	129	0
SRR10185889	1029	0	477	168	0	543	1221	147	0	0	894	0	690	0	0	93	192	282	432	75	291	855	237	384	0	0	126	0	363	0	0	201	0	423	150	276	249	183	0	696	0	0	0	0	144	204	0	0	234	786	0	168	117	0	0	0	309	0	177	345	0	0	99	165	702	153	585	270	1386	243	297	168	0	0	0	0	507	0	72	117	0	363	96	0	0	0	0	630	336	0	0	0	240	0	0	0	105	144	84	102	132	147	0	411	168	0	0	66	567	0	1272	141	0	0	0	0	0	0	426	237	111	108	123	888	0	210	0	0	252	249	0	666	438	0	573	132	0	615	432	0	126	924	960	375	300	0	1476	0	81	0	366	234	108	0	1335	1197	0	111	0	249	0	0	255	0	360	207	0	516	0	0	768	153	0	0	411	0	702	1236	1209	621	705	531	0	0	99	0	162	120	0	0	0	0	1029	153	0	0	198	0	0	0	141	342	0	462	159	0	300	261	735	0	186	150	231	210	0	129	0	0	501	603	0	270	96	108	0	108	0	0	375	0	879	84	0	0	291	330	0	0	177	0	0	540	498	69	303	636	168	630	120	0	0	0	129	219	117	189	420	507	1101	438	864	0	174	213	327	120	0	0	0	0	87	0	0	0	0	84	603	474	144	498	123	0	0	687	0	378	162	477	615	153	1137	195	189	339	0	591	0	519	111	0	0	0	0	171	111	0	141	0	201	0	0	0	612	558	0	0	0	282	0	0	417	117	0	297	0	198	0	465	0	504	0	762	0	0	174	153	0	0	300	222	978	282	0	144	312	150	114	258	0	105	0	198	144	0	69	399	135	150	105	0	447	0	96	165	162	714	438	0	0	0	333	0	0	0	771	0	0	111	276	0	117	924	0	1170	318	351	219	0	213	0	336	0	84	75	123	0
SRR10185890	1422	0	537	324	75	1023	1104	147	0	0	1974	0	261	186	0	93	192	186	363	219	237	855	180	261	0	0	126	0	363	0	0	222	0	525	330	276	297	186	69	873	0	0	177	0	123	225	0	0	240	1164	0	177	93	0	0	0	309	0	0	219	0	336	99	165	1386	153	474	273	591	243	648	168	0	0	0	0	924	0	72	117	0	219	96	0	0	0	0	1053	336	0	0	0	177	141	0	0	0	144	84	102	228	147	189	423	168	0	180	66	1407	0	1272	150	0	69	0	0	0	0	363	216	108	195	123	1584	0	210	0	0	252	279	153	666	363	0	354	132	0	417	1416	0	126	765	300	375	345	126	1470	0	312	0	366	171	162	0	996	345	114	111	186	303	0	0	279	75	756	156	0	291	0	0	525	153	0	0	306	0	2916	1902	1209	645	306	972	0	0	90	0	114	120	0	0	0	0	1029	153	0	0	105	0	0	0	141	315	0	549	210	0	300	261	735	0	186	168	216	210	0	129	0	0	954	369	0	543	96	162	0	108	159	156	654	0	879	0	0	0	291	330	0	0	177	0	0	540	402	69	417	636	168	630	120	153	87	0	129	219	117	189	318	261	516	435	453	0	402	225	465	120	0	0	0	132	87	0	0	0	0	162	609	945	144	513	123	186	0	687	0	378	138	477	306	153	456	141	192	510	0	591	0	402	111	0	0	0	0	162	111	0	0	0	201	0	0	0	342	558	0	0	0	282	0	0	417	117	0	297	0	198	0	510	0	507	0	762	0	0	240	249	0	0	171	222	510	372	0	162	168	144	114	258	0	105	0	345	144	0	69	249	210	156	108	141	438	0	96	165	303	378	924	0	0	165	330	0	0	0	387	0	0	222	279	0	228	279	0	1170	351	354	219	0	213	168	219	0	78	75	129	138
SRR10185891	1431	0	537	237	0	1023	1482	108	0	0	2088	0	690	201	0	93	99	282	777	105	225	846	234	510	0	0	126	0	363	0	0	189	0	525	0	276	582	315	69	858	0	0	156	0	144	261	0	0	225	1164	0	0	0	0	0	0	573	0	180	681	0	321	99	165	702	153	585	270	1386	243	648	168	0	0	0	81	1116	0	72	123	0	555	96	0	0	0	0	1281	336	129	0	159	177	0	0	0	153	144	84	102	132	147	0	423	168	0	150	66	534	0	1272	0	0	0	120	0	0	0	426	237	108	195	123	918	192	210	0	0	252	279	0	654	438	0	411	132	147	618	1416	0	0	1479	960	375	492	120	1476	0	72	0	366	231	162	0	1335	1347	177	111	171	297	0	0	249	87	549	207	0	516	0	0	783	132	0	0	402	0	2916	1902	1209	645	705	657	0	213	99	0	0	0	0	0	0	0	1029	156	0	0	198	0	0	0	141	309	0	549	213	0	300	297	735	0	207	171	231	210	0	129	0	0	951	603	0	420	96	195	0	102	0	147	654	186	879	84	0	0	291	330	0	0	177	0	0	528	420	69	411	636	279	630	129	0	0	0	129	219	117	192	1047	507	921	435	864	0	162	225	465	120	0	0	0	111	219	0	0	0	0	84	609	474	144	513	123	189	0	687	0	222	162	477	615	114	1137	189	0	549	0	615	0	1386	168	0	0	0	0	186	0	0	177	0	201	0	0	0	435	558	0	0	0	282	0	0	531	117	0	357	0	198	0	546	0	480	0	561	0	0	162	246	0	102	300	222	975	333	0	162	312	144	114	258	0	105	0	345	144	0	69	384	144	156	105	99	447	0	96	165	162	696	747	0	0	120	240	0	0	0	1089	0	0	204	276	0	0	945	0	1167	351	300	252	0	213	0	336	0	84	75	345	0
SRR10185892	1431	0	537	558	78	1023	1482	222	0	0	2088	0	690	228	0	93	423	282	804	249	297	855	333	1218	0	0	126	0	363	0	0	333	0	678	150	276	591	315	174	873	165	0	294	0	267	264	0	255	225	1164	0	201	216	0	0	0	600	0	345	681	99	489	99	165	1386	153	1164	270	1167	243	648	168	0	204	0	144	1773	0	72	123	0	555	201	0	0	0	0	1566	336	144	0	159	177	162	0	0	249	144	165	102	228	147	0	423	168	0	192	66	1407	0	1272	420	0	0	210	0	0	0	426	453	108	195	123	1584	315	210	0	0	252	759	0	1296	849	0	834	132	0	327	1416	0	126	1479	1149	375	492	276	1476	0	72	0	366	234	162	234	1335	1023	312	111	315	357	0	0	405	87	753	207	0	516	0	0	783	153	0	0	402	195	960	1305	1209	972	585	972	0	231	99	0	318	0	0	0	0	0	1029	156	0	0	198	84	99	0	141	321	0	549	222	0	300	267	735	0	417	228	231	210	0	129	0	0	951	405	264	543	96	249	0	108	0	240	864	255	879	111	0	0	291	330	0	0	180	0	0	540	483	69	498	636	279	630	129	0	0	0	129	219	117	192	510	507	1422	435	1278	0	327	264	465	216	168	0	0	111	498	72	0	0	0	84	609	822	144	687	120	201	0	687	0	378	162	477	615	114	1137	189	291	705	0	693	0	1386	363	0	0	0	0	162	0	162	354	0	201	0	0	138	768	558	0	0	132	282	0	198	738	117	0	429	0	198	0	546	0	306	0	762	0	0	240	252	108	117	300	222	975	669	0	162	312	249	114	435	0	105	0	345	144	0	69	399	261	156	210	153	882	180	96	165	303	696	1278	144	0	177	345	0	0	0	1089	0	0	210	276	0	408	945	0	1170	351	354	285	0	993	168	540	0	84	75	360	138
SRR10185893	1431	0	537	306	0	1023	1482	147	0	0	2088	0	690	0	0	93	219	282	777	105	174	855	333	432	0	0	126	0	309	0	0	207	0	525	0	276	423	315	0	873	0	0	159	0	144	264	0	0	225	1164	0	0	117	0	0	0	198	0	183	681	0	324	99	165	1386	153	585	270	936	243	648	168	0	186	0	81	1773	0	72	123	0	411	96	0	0	0	0	1281	336	0	0	159	177	0	0	0	96	144	84	102	228	138	174	423	168	0	150	66	1407	0	1272	183	0	0	0	0	0	0	426	237	108	195	123	918	153	210	0	0	252	258	0	654	435	0	264	132	147	417	1416	0	0	1479	738	375	300	123	1476	0	72	0	366	234	162	0	1335	1347	180	111	201	225	0	0	261	87	414	207	0	516	0	0	783	153	0	0	402	0	2916	1902	1209	645	444	972	0	0	99	0	147	0	0	0	0	0	1029	156	0	0	198	0	0	0	141	294	0	549	207	0	300	297	735	0	186	168	231	210	0	129	0	0	951	603	0	438	96	108	0	108	0	147	375	0	879	111	0	0	291	330	0	0	288	0	0	498	420	69	411	636	279	630	126	0	0	0	129	162	117	192	654	507	1422	435	864	0	423	228	465	120	0	0	0	0	402	0	0	0	0	0	609	678	72	498	123	114	0	687	0	378	162	477	615	114	1137	189	189	549	0	594	0	1386	111	0	0	0	0	162	0	0	189	0	201	0	0	135	768	558	0	0	0	282	0	0	417	117	0	360	0	174	0	525	0	507	0	561	0	0	102	153	0	90	300	222	975	360	0	162	312	144	114	258	0	105	0	345	144	0	69	399	144	156	96	0	447	0	96	165	303	696	423	117	0	0	234	0	0	0	1089	0	0	204	144	0	168	945	0	1170	348	354	252	0	213	0	336	0	84	75	357	0
SRR10185894	1431	0	537	219	0	1023	1482	222	0	0	2088	0	690	0	0	93	81	282	804	105	207	855	333	615	0	0	0	0	363	0	0	183	0	525	0	276	354	315	69	849	0	0	87	0	144	264	0	0	228	1164	0	0	141	0	0	0	600	0	306	681	75	345	99	93	1386	153	585	270	1386	243	540	168	0	213	0	81	1773	0	72	123	0	555	96	0	0	0	0	1275	336	0	0	123	177	0	0	0	123	144	84	102	132	147	0	423	168	0	150	66	1404	0	1272	0	0	0	120	0	0	0	426	237	108	195	123	888	186	210	0	0	252	249	0	654	438	0	573	132	0	618	1416	0	0	1479	399	375	300	126	1476	0	72	0	366	234	162	0	1335	1257	171	111	153	273	0	0	306	75	753	207	0	516	0	0	783	111	0	0	402	0	2895	1902	1209	645	705	972	0	0	99	0	0	0	0	0	0	0	480	156	0	0	135	0	0	0	141	297	0	549	162	0	300	267	735	0	186	159	231	210	0	129	0	0	951	603	0	570	96	249	0	108	0	219	654	222	879	84	0	0	291	330	0	0	177	0	0	408	420	69	303	636	279	615	129	0	0	0	129	219	117	192	426	336	1422	435	864	0	0	240	465	141	0	0	0	111	237	72	0	0	0	0	609	474	99	513	123	171	0	687	0	378	162	477	615	114	1137	189	0	549	0	594	0	1386	111	0	0	0	0	162	0	0	204	0	201	0	0	0	768	558	0	0	0	282	0	0	417	117	0	306	0	198	0	504	0	234	0	762	0	0	177	135	0	0	300	222	975	294	0	162	312	150	114	258	0	105	0	345	144	0	69	396	144	156	105	99	447	0	96	165	162	468	372	0	0	0	201	0	0	0	1089	0	0	210	276	0	78	945	0	1170	351	354	183	0	213	0	336	0	84	75	354	87
