Species	AT3G59040	5434	6450	KT377126.1	4724	5138	6882	TC00G047210	7296	5849	6447	4793	5064	TC06G020780	5449	5634	4890	6506	7333	5536	5614	5968	AT3G56460	TC05G022880	6875	TC09G007890	5206	5664	5421	5460	5656	AT2G35790	AT1G48520	6854	5936	AT5G21070	AT5G57930	6550	5703	7367	6601	6705	6226	5815	6114	6265	AT5G13630	7174	6791	6412	5843	TC02G003400	7273	6483	6792	6072	4757	6238	6848	TC03G002530	5273	5318	5513	AT3G53700	TC03G028600	4806	5469	6282	5427	TC02G003180	6893	4802	6636	4796	5339	5981	5355	6130	7029	5926	TC01G040040	7602	5220	5699	5644	5596	AT3G26782	5941	6978	6387	TC04G028160	6378	AT3G56940	TC04G015820	6110	5933	6914	5260	5489	TC03G023900	5428	5802	6320	7583	AT3G04880	6492	6494	TC09G010970	6366	TC09G026260	AT3G46610	6041	NM_148067.4	AT5G06830	AT4G15420	4932	6379	5945	5454	TC02G026940	6459	6420	7128	AT2G43030	TC04G019470	TC01G019250	6979	AT5G50280	AT5G13030	6050	6407	5531	TC04G030490	TC03G025580	5090	TC07G000500	TC09G004790	6865	7324	6363	5296	6797	7279	6164	6270	6532	AT5G60590	AT5G02860	5463	6128	TC00G083870	TC06G016050	6909	5949	7572	5940	7141	7135	6488	AT1G63680	6439	4848	5123	TC01G019030	6732	AT2G01650	5328	AT1G65380	5716	6733	6825	AT4G38890	6785	NM_113708.2	5333	6667	5859	5264	TC02G006310	6557	TC05G024510	TC01G002420	TC04G006100	TC01G021540	6398	6119	AT4G33945	TC05G029300	6406	KT377078.1	5913	5702	5032	5188	AT1G02020	4942	TC09G017950	7136	6460	5104	5919	5960	5177	6064	KT377086.1	6004	6552	6954	6540	5866	7628	6430	AT2G33630	AJ133743.1	5990	6448	AT4G00740	KT377110.1	AT1G31780	6527	6198	6507	6782	5842	6913	AT2G31240	TC04G026920	6056	TC09G034320	6955	AT3G02760	4691	4471	AT1G17160	6969	6977	5366	6924	5918	5578	6947	TC05G008010	6051	6779	TC09G025650	5554	7331	6383	6148	7336	NM_179236.3	KT377118.1	TC02G004290	5343	KT377094.1	5816	6000	5347	5116	5733	6048	AT5G55960	5980	6401	TC03G001430	6457	6405	6544	6393	AT3G54690	5326	AT2G44660	5821	6962	6500	AT5G13520	5398	TC01G032610	7325	6533	6150	6318	TC02G023190	KT377102.1	5791	TC02G009310	AT3G10150	6036	AT2G35130	AT5G23940	5477	6933	6221	5639	6563	TC09G026350	6538	6034	7194	7371	TC05G005750	5335	TC09G009480	6531	6274	6946	5354	TC03G012430	6883	AT5G64370	7577	4951	6641	TC08G013000	TC06G006880	5977	4889	4744	6620	TC02G024400	AT3G54090	5958	5772	5893	6631	5034	5942	6565	NM_001198514.1	7241	TC07G011130	7111	6639	5163	6860	6958	5594	5271	5660	6216	AT5G67530	NM_124699.3	5770	7363	7024	TC05G003200	TC07G000920	AT1G52310	6227	AT3G24190	6299	6528	AT5G13400	5348	7021	5841	TC03G010340	5599	7028	TC01G033670	TC01G005310	5406	5464	KT377070.1	6995	TC04G030670	TC06G011670	6780	6713	5426	AT5G08530	6864	5162	5910	TC05G027690	5865	4992	6487	6139	6859	AT5G40440	AT4G39520	TC01G007130	6679
SRR10185871	912	249	0	492	282	0	0	0	0	171	0	0	0	171	402	0	0	0	258	0	0	0	249	381	120	909	372	0	156	0	117	336	702	114	549	375	585	168	0	0	0	90	0	156	0	0	768	0	0	0	0	702	0	0	375	0	0	0	0	633	0	0	0	288	609	114	357	108	120	522	0	162	0	0	231	0	0	141	141	0	366	0	225	99	420	687	831	387	0	0	1020	0	300	870	309	189	138	0	0	477	0	0	0	0	918	285	129	342	0	594	690	306	375	1062	687	363	0	129	321	1380	0	207	177	0	552	669	0	639	552	0	0	0	540	414	0	468	789	159	141	0	0	0	0	180	0	0	105	633	312	0	789	183	309	0	288	0	0	159	114	588	201	162	0	111	0	1113	219	1137	159	0	0	741	0	450	0	423	222	207	435	0	1533	582	651	282	186	240	210	1800	0	189	0	0	0	189	681	183	912	321	384	0	339	0	0	0	363	177	0	177	0	0	0	0	669	1224	0	0	1350	234	1011	237	0	0	111	0	267	597	267	309	819	0	873	0	0	348	0	0	96	0	0	0	141	1887	267	0	198	243	0	0	0	0	927	543	720	432	357	0	270	0	210	0	0	1458	276	0	648	0	0	267	0	813	522	399	0	0	111	729	291	0	0	126	0	171	528	438	0	459	534	504	507	975	240	0	138	345	351	1011	0	0	0	0	267	0	375	432	72	0	0	585	96	309	0	0	0	750	1353	0	0	0	156	708	450	129	0	120	0	93	333	0	525	0	423	0	102	315	0	0	0	0	0	0	483	225	0	0	0	606	396	813	282	435	0	462	666	0	156	201	228	0	0	792	747	390	0	543	0	831	672	0	0	456	903	0	183	264	483	360	267	180	129	0	432	852	1197	0
SRR10185872	600	144	0	498	282	0	0	0	0	171	0	0	0	189	402	0	0	0	258	0	0	0	186	381	120	756	372	0	156	0	117	333	705	114	375	351	387	168	0	0	0	90	0	198	0	0	804	0	0	0	0	687	0	0	366	0	0	0	0	303	0	0	0	477	360	84	360	108	120	276	0	162	0	0	231	0	0	153	99	0	504	135	225	180	381	687	1164	273	0	0	513	0	330	624	279	189	138	0	0	492	0	0	0	0	627	276	129	342	0	558	390	270	366	516	687	363	0	129	321	1092	204	204	111	0	369	573	0	531	459	0	0	0	318	438	0	492	789	159	141	0	0	0	0	180	0	0	129	597	312	0	507	210	210	0	288	0	0	165	114	663	111	162	0	126	0	1065	219	1137	159	0	0	618	0	222	0	414	222	207	321	0	543	735	348	279	186	240	429	1800	0	189	0	0	0	0	837	183	480	306	384	0	471	0	0	0	693	177	0	183	0	0	0	0	501	828	0	0	924	234	396	237	0	0	111	0	267	687	267	297	477	0	387	0	0	492	0	78	96	177	0	0	0	1887	165	0	480	243	0	0	0	0	696	546	711	432	351	0	270	186	210	0	0	564	138	0	462	0	0	267	0	495	288	399	0	0	0	513	153	0	0	126	0	171	465	324	0	324	354	504	447	975	393	0	120	345	366	630	0	0	0	0	147	0	900	234	120	0	0	837	90	309	0	0	0	390	321	0	0	0	156	579	489	129	0	117	0	93	333	0	525	0	423	0	102	204	0	0	0	0	0	0	483	225	0	0	0	543	327	633	312	432	0	459	678	0	156	201	477	0	0	747	501	219	0	597	0	669	663	0	0	336	528	0	150	0	483	213	267	180	129	0	417	354	723	0
SRR10185873	918	249	0	492	282	0	0	0	0	171	0	0	0	0	399	0	0	0	258	0	0	0	267	381	120	975	372	0	156	0	117	336	657	111	258	510	462	168	0	0	0	93	0	198	0	0	786	0	0	0	0	684	0	0	375	0	0	0	0	630	0	0	0	297	573	117	357	165	120	903	0	162	0	0	231	0	0	153	141	0	366	0	225	99	414	687	1143	387	0	0	582	0	300	1488	273	189	138	120	0	492	0	0	0	0	360	285	129	342	0	594	543	498	495	582	687	363	0	129	321	1467	0	204	177	0	552	669	0	636	1074	0	0	0	537	852	0	420	789	309	141	0	0	0	0	180	0	0	0	1161	312	0	1365	183	210	0	288	0	0	162	114	903	201	162	0	126	0	1086	219	1137	159	0	0	768	0	318	0	291	222	207	615	0	1533	261	909	279	186	255	684	1260	0	189	0	0	0	75	342	183	1149	321	384	0	603	0	0	0	477	177	0	189	0	0	0	0	744	1287	0	0	1350	234	1011	234	0	0	111	0	360	795	267	309	1254	0	576	0	0	351	0	0	129	0	0	0	0	1887	267	0	495	243	0	0	0	0	1143	543	720	432	357	0	270	219	210	0	0	1455	216	0	648	0	0	267	0	651	345	399	0	0	0	639	291	0	0	126	0	171	1119	438	0	633	531	774	516	936	273	0	129	345	357	1005	0	0	0	0	144	0	450	429	69	0	0	1200	96	309	0	0	0	951	471	0	0	0	156	1026	978	129	0	120	0	0	333	0	777	0	423	0	102	276	0	0	0	0	0	0	1386	225	0	0	0	606	399	945	342	618	0	420	669	0	153	201	243	0	0	795	747	423	0	597	0	627	663	0	0	456	1611	0	183	195	825	354	267	180	129	0	849	321	1197	111
SRR10185874	669	249	0	495	282	0	0	0	0	171	0	0	0	432	399	0	0	0	258	0	0	0	249	381	120	927	372	0	156	0	117	336	486	84	357	378	828	168	0	0	0	93	0	198	0	0	1434	0	0	0	0	1530	0	0	375	0	0	0	0	597	0	0	0	423	957	114	363	186	120	759	0	162	0	0	231	0	0	153	141	0	369	225	225	99	351	687	1143	387	0	0	696	0	300	1074	255	189	138	0	0	492	0	0	0	0	981	285	129	765	0	594	1380	498	483	504	687	363	0	129	321	1311	0	207	177	0	330	669	0	645	1623	0	0	0	540	438	0	486	786	309	141	0	0	0	0	180	0	0	129	1161	261	0	1083	189	210	0	288	0	0	159	210	1077	201	162	0	126	0	1491	216	1137	159	0	0	378	0	453	0	423	222	207	345	0	1533	996	1248	279	270	240	681	1800	0	189	0	0	0	174	1551	183	1233	321	384	0	618	0	0	0	693	177	0	465	0	0	0	0	1398	1233	0	0	1338	234	1011	216	0	0	111	0	369	795	267	309	1710	0	780	0	0	771	0	81	129	0	0	0	0	1887	267	0	495	243	0	0	0	0	1104	543	720	432	357	0	270	156	210	0	0	1458	276	0	1056	0	0	267	0	540	522	399	0	0	0	1686	153	0	0	126	0	171	834	414	0	303	897	774	744	975	453	0	327	345	354	1005	0	0	0	0	252	0	387	429	120	0	0	1200	189	792	0	0	0	522	951	0	0	0	156	1326	990	129	0	117	0	93	333	0	777	0	423	0	102	318	0	0	0	0	0	0	1380	228	0	0	0	606	0	609	339	1365	0	453	1587	0	156	201	477	0	0	789	747	219	0	543	0	831	672	0	0	456	1617	0	183	351	825	600	234	180	129	0	849	753	966	87
SRR10185875	855	144	0	492	282	0	0	0	0	171	0	0	0	0	402	0	0	0	258	0	0	0	267	366	120	927	375	0	156	0	102	336	657	111	675	513	672	168	0	0	0	90	0	198	0	0	1386	0	0	0	0	894	0	0	375	0	0	0	0	462	0	0	0	489	954	0	363	108	120	696	0	162	0	0	225	0	0	153	141	111	426	0	225	99	195	687	1146	273	0	0	1020	0	300	1464	285	189	138	0	0	492	0	0	0	0	699	285	129	342	0	591	1359	306	486	627	762	363	0	129	321	1338	0	207	177	0	552	738	0	897	684	0	0	0	540	438	0	537	789	309	90	0	0	0	0	180	0	0	90	1035	261	0	984	213	210	0	288	0	0	156	0	1041	201	162	0	123	0	1260	219	1137	159	0	0	708	0	225	0	423	222	225	615	0	1533	978	543	279	180	240	267	1800	0	183	0	0	0	0	837	183	681	321	384	0	618	0	0	0	687	177	0	0	0	0	0	0	834	1212	0	0	1203	234	636	222	0	0	111	0	267	1095	267	288	1101	0	543	0	0	771	0	0	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	1179	546	720	432	357	0	270	219	210	0	0	885	276	0	642	0	0	267	0	702	426	405	0	0	0	603	150	0	0	126	0	171	720	435	75	495	534	420	507	972	447	0	87	345	354	663	0	0	0	0	219	0	900	432	69	0	0	861	96	321	0	0	0	447	1023	0	0	0	156	705	525	129	0	120	0	120	333	0	777	0	423	0	102	303	0	0	0	0	0	0	651	246	0	0	0	540	399	1044	408	1365	0	453	666	0	156	201	477	0	0	795	750	423	0	597	0	675	663	0	0	456	966	0	0	0	801	255	252	180	129	0	486	372	366	0
SRR10185876	1194	249	0	492	282	165	0	0	0	171	0	0	0	222	399	0	0	0	258	0	0	0	267	381	120	726	372	0	156	0	117	336	378	111	354	513	564	168	0	0	0	90	0	198	0	0	1434	0	0	0	0	1533	0	0	366	0	0	0	0	633	0	0	0	519	876	0	357	186	141	903	0	162	0	0	231	0	0	153	141	0	369	0	225	99	420	687	1143	387	0	0	1020	0	300	552	297	189	138	99	0	492	0	0	0	0	981	285	129	765	0	594	633	498	486	1008	684	363	0	129	321	789	204	207	177	0	552	738	0	897	603	0	0	0	540	528	0	486	789	276	141	0	0	0	0	180	0	0	138	681	261	0	909	183	156	0	288	0	0	156	0	1041	201	162	0	123	0	1260	219	738	159	0	0	453	0	225	0	405	222	225	615	0	1533	978	672	279	186	240	321	1800	0	183	0	0	0	0	1551	183	1464	279	384	0	327	0	0	0	531	177	0	0	0	0	0	0	894	1212	0	0	1215	234	636	171	0	0	111	0	360	1116	267	297	1011	0	534	0	0	459	0	75	96	0	0	0	0	1635	183	0	492	243	0	0	0	0	849	456	720	432	357	0	270	219	210	0	0	1215	357	0	648	0	0	267	0	372	522	405	0	0	0	423	153	0	0	126	0	171	711	423	0	291	777	420	678	975	213	0	129	345	354	1005	0	0	0	0	252	0	387	432	120	0	0	1041	96	321	0	0	0	390	663	0	0	0	156	861	525	129	0	120	0	120	333	0	834	0	423	0	102	318	0	0	0	0	0	0	819	246	0	0	0	540	414	1044	207	876	0	453	966	0	156	201	477	0	0	792	753	375	0	597	0	831	663	177	0	456	1068	0	180	228	384	438	267	180	129	0	849	846	840	87
SRR10185877	1089	210	0	495	282	141	0	0	0	171	0	0	0	312	402	0	0	0	258	0	0	0	267	381	120	1425	372	0	156	0	102	336	654	111	357	240	828	168	0	0	0	90	0	198	0	0	1356	0	0	0	0	915	0	0	342	0	0	0	0	633	0	0	0	519	624	114	243	186	141	903	0	162	0	0	231	0	0	153	141	111	426	180	225	99	372	687	1143	387	0	0	1020	0	300	870	309	189	138	0	0	378	0	0	0	0	939	285	129	765	0	576	834	306	375	1062	699	363	0	129	321	1065	204	207	177	0	549	573	0	675	603	0	0	0	540	438	0	468	774	309	90	0	0	0	0	180	0	0	189	681	261	0	900	213	309	0	288	0	0	132	0	1041	201	159	0	123	0	1260	219	1137	159	0	0	543	0	423	0	405	222	225	621	0	1047	978	657	282	186	240	369	1800	0	183	0	0	0	189	855	183	555	276	384	0	327	0	0	0	693	177	0	0	0	0	0	0	774	699	0	0	939	234	1011	201	0	0	111	0	360	1236	267	297	1014	0	612	0	0	771	0	81	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	696	459	720	414	240	0	270	219	210	0	0	1149	276	0	648	0	0	267	0	420	522	402	0	0	0	759	291	0	0	126	0	171	657	435	102	291	870	591	516	975	417	0	138	345	351	1005	0	0	0	0	252	0	900	432	120	0	0	1041	96	468	0	0	0	483	1155	0	0	0	156	1221	990	129	0	120	0	93	330	0	834	0	423	0	102	318	0	0	0	0	0	0	867	225	0	0	0	540	399	1047	396	867	0	453	669	0	156	201	477	0	0	795	750	375	0	597	0	831	663	0	0	456	1005	0	174	0	384	570	252	180	129	0	849	699	1197	87
SRR10185878	699	144	0	492	282	93	0	0	0	171	0	0	0	198	402	0	0	0	258	0	0	0	273	381	120	672	372	0	156	0	117	336	657	114	354	510	624	168	0	0	0	90	0	198	0	0	771	0	0	0	0	702	0	0	375	0	0	0	0	615	0	0	0	570	954	114	228	186	120	411	0	162	0	0	225	0	0	153	141	111	369	135	222	99	408	687	1146	387	0	0	1020	0	300	1413	216	189	138	0	0	492	0	0	0	0	699	285	129	342	0	591	807	306	486	612	687	363	0	129	321	1119	204	207	177	0	552	573	0	420	603	0	0	0	540	438	0	468	789	159	141	0	0	0	0	180	0	0	81	510	261	0	984	213	309	0	288	0	0	153	0	810	201	162	0	123	0	1461	219	1137	159	0	0	1080	0	225	0	423	222	225	615	0	1533	582	840	279	273	240	567	657	0	183	0	0	0	189	618	183	894	321	384	0	618	0	0	0	693	177	0	0	0	0	0	0	774	1224	0	0	513	234	288	225	0	0	111	0	228	540	270	297	1095	0	543	0	0	771	0	81	96	0	0	0	0	1887	267	0	768	243	0	0	0	0	1179	543	720	432	357	0	270	0	210	0	0	846	336	0	648	0	0	267	0	651	519	405	0	0	0	738	150	0	0	126	0	171	735	435	0	633	534	591	516	975	396	0	120	345	351	528	0	0	0	0	249	0	900	435	120	0	0	1041	96	804	0	0	0	438	951	0	0	0	156	1020	525	129	0	117	0	93	330	0	834	0	423	0	102	297	0	0	0	0	0	0	483	246	0	0	0	540	420	666	411	1059	0	453	666	0	156	201	477	0	0	792	540	219	0	543	0	831	663	0	0	456	903	0	0	0	384	438	267	180	129	0	819	705	1197	0
SRR10185879	681	144	0	225	282	0	0	0	0	171	0	0	0	201	399	0	0	0	255	0	0	0	267	381	120	819	375	0	156	0	102	336	627	114	174	387	477	168	0	0	0	90	0	156	0	0	870	0	0	0	0	693	0	0	375	0	0	0	0	462	0	0	0	519	924	114	225	108	0	903	0	162	0	0	231	0	0	153	138	0	423	0	141	99	378	564	1146	273	0	0	1020	0	300	684	213	99	138	0	0	492	0	0	0	0	675	285	129	294	0	594	624	279	369	612	738	363	0	129	312	804	0	207	111	0	549	1320	0	330	318	0	0	0	480	438	0	468	789	159	141	0	0	0	0	180	0	0	141	930	261	0	618	213	210	0	288	0	0	156	0	1044	111	162	0	123	0	1461	231	1137	159	0	0	807	0	162	0	423	222	207	450	0	663	303	750	279	177	210	267	999	0	189	0	0	0	0	834	183	465	321	384	0	618	0	0	0	693	132	0	0	0	0	0	0	480	558	0	0	420	234	687	237	0	0	111	0	267	690	267	273	825	0	642	0	0	774	0	0	96	0	0	0	0	1116	180	0	480	108	0	0	0	0	1179	543	477	390	357	0	270	162	195	0	0	543	276	0	963	0	0	210	0	600	522	255	0	0	0	603	153	0	0	126	0	171	717	420	0	225	357	504	474	975	396	0	0	345	351	1005	0	0	0	0	252	0	387	234	69	0	0	738	96	312	0	0	0	303	510	0	0	0	156	711	525	129	0	117	0	120	333	0	933	0	327	0	102	219	0	0	0	0	0	0	483	225	0	0	0	540	165	666	303	723	0	459	507	0	156	201	477	0	0	792	465	219	0	543	0	660	663	0	0	345	786	0	0	0	825	210	267	180	129	0	387	405	579	0
SRR10185880	1419	249	0	489	282	246	0	0	0	171	0	0	0	354	399	0	0	0	258	0	0	0	267	381	120	1437	375	0	156	0	117	336	651	114	354	246	828	168	0	0	0	90	0	198	0	0	1035	0	0	0	0	894	0	0	372	0	0	0	0	633	0	0	0	708	927	114	225	180	120	903	0	162	0	0	231	0	0	153	141	111	369	141	225	99	330	687	591	387	0	324	1014	0	300	870	252	189	138	0	0	447	0	0	0	0	930	285	129	765	0	594	834	498	495	1062	687	363	0	129	321	816	0	207	177	0	552	669	0	537	1629	0	0	0	540	438	0	468	789	309	141	0	0	0	0	180	0	0	144	1479	312	0	900	213	309	0	288	0	0	153	0	660	201	162	0	123	0	789	210	1125	159	0	0	378	0	318	0	423	222	225	615	0	1515	582	465	282	186	459	558	1800	0	189	0	0	0	189	1548	183	1038	279	384	0	618	0	0	0	486	177	0	0	0	0	0	0	774	987	0	0	513	234	453	237	0	0	111	0	369	1242	267	297	1011	0	873	0	0	765	0	81	96	0	0	0	0	1887	267	0	405	243	0	0	0	0	696	543	666	192	357	0	270	219	210	0	0	1149	357	0	696	0	0	267	0	741	378	405	0	0	0	681	291	0	0	126	0	171	657	435	0	396	777	762	1128	975	456	0	138	345	354	567	0	0	0	0	249	0	651	429	69	0	0	1200	96	309	0	0	0	390	1113	0	0	0	156	1254	396	129	0	120	0	120	333	0	567	0	423	0	102	318	0	0	0	0	0	0	885	246	0	0	0	540	0	507	225	873	0	453	594	0	156	201	477	0	0	792	753	564	0	597	0	831	663	0	0	456	1638	0	171	0	483	438	204	180	129	0	849	795	1197	87
SRR10185881	1158	249	0	495	282	171	0	0	0	171	0	0	0	291	402	0	0	0	258	0	0	0	885	381	120	1419	375	0	156	0	117	336	615	114	351	387	483	168	0	0	0	93	0	198	0	0	1128	0	0	0	0	1518	0	0	348	0	0	0	0	420	0	0	0	426	957	114	363	186	141	555	0	162	0	0	231	0	0	153	141	0	426	0	225	99	399	375	1146	387	0	288	1020	144	300	2031	258	189	138	111	0	492	0	0	0	0	1020	285	129	342	0	510	1395	498	480	1065	1023	363	0	129	321	1269	0	207	177	0	549	852	0	432	1110	0	0	0	540	438	0	486	789	309	90	0	0	0	0	180	0	0	189	1413	312	0	1044	183	210	0	288	0	0	153	0	1821	201	162	0	126	0	1470	159	1137	162	0	0	807	0	453	0	399	222	207	615	0	1437	810	897	279	273	504	681	1800	0	183	0	0	0	0	1551	183	789	321	384	0	618	0	0	0	693	177	0	0	0	0	0	0	672	687	0	153	378	141	741	237	0	0	111	0	267	1587	267	309	1254	0	756	0	0	471	0	189	96	0	0	0	0	1887	267	0	414	243	0	0	0	0	1113	549	720	192	357	0	270	219	210	0	0	840	174	0	1062	0	0	267	0	762	399	405	0	0	0	765	291	0	0	126	0	171	735	420	0	381	900	591	510	975	396	0	138	345	357	549	0	0	0	0	252	0	405	432	120	0	0	1200	96	312	0	0	0	495	762	0	0	0	156	1329	765	129	0	117	0	120	333	0	1230	0	423	0	102	318	0	0	0	0	0	0	885	225	0	0	0	540	0	396	342	804	0	453	669	0	156	201	477	0	0	789	750	267	0	594	0	792	666	0	0	225	1623	0	183	324	519	543	267	180	129	0	627	480	693	0
SRR10185882	543	135	0	174	81	0	0	0	0	171	0	0	0	0	351	0	0	0	258	0	0	0	132	216	0	621	354	0	156	0	0	294	591	114	174	387	393	159	0	0	0	93	0	120	0	0	1440	0	0	0	0	693	0	0	198	0	0	0	0	444	0	0	0	270	531	0	219	99	0	519	0	162	0	0	177	0	0	129	0	0	441	0	0	90	381	441	648	150	0	0	363	0	294	579	0	99	138	0	0	447	0	0	0	0	393	213	120	342	0	531	894	135	252	351	450	312	0	129	159	345	0	108	90	0	339	579	0	321	279	0	0	0	219	318	0	924	330	159	141	0	0	0	0	0	0	0	150	552	225	0	645	318	129	0	288	0	0	111	0	657	111	159	0	66	0	693	210	219	159	0	0	495	0	84	0	222	207	0	282	0	363	666	279	195	102	114	288	522	0	162	0	0	0	0	540	0	750	135	210	0	297	0	0	0	291	123	0	0	0	0	0	0	414	618	0	0	441	120	372	204	0	0	111	0	216	600	267	0	774	0	351	0	0	639	0	0	129	0	0	0	0	855	258	0	375	63	0	0	0	0	831	474	642	342	357	0	270	0	0	0	0	699	138	0	516	0	0	225	0	528	324	249	0	0	0	597	153	0	0	0	0	141	597	0	0	564	252	216	312	906	195	0	0	345	177	330	0	0	0	0	114	0	456	153	0	0	0	468	0	276	0	0	0	384	507	0	0	0	156	477	327	129	0	120	0	0	198	0	372	0	285	0	102	198	0	0	0	0	0	0	588	246	0	0	0	477	198	306	252	516	0	195	672	0	0	201	369	0	0	342	576	147	0	423	0	510	207	0	0	294	717	0	0	0	384	198	171	180	129	0	399	381	819	0
SRR10185883	765	249	0	492	282	0	0	0	0	171	0	0	0	228	402	0	0	0	258	0	0	0	267	381	120	1419	372	0	156	0	117	336	660	111	387	513	585	168	0	0	0	90	138	198	0	0	939	0	0	0	0	693	0	0	375	0	0	0	0	630	0	0	0	426	957	114	360	108	120	903	0	162	0	0	231	0	0	153	141	0	363	135	225	99	420	687	1164	270	0	0	564	0	186	507	318	189	138	0	0	477	0	0	0	0	957	285	120	342	0	594	402	306	228	615	687	363	0	129	321	1680	0	186	177	0	552	738	0	1353	549	0	0	0	540	438	0	486	774	159	141	0	0	0	0	180	0	0	189	876	312	0	1083	318	141	0	288	0	0	156	114	606	201	162	0	123	0	1494	219	924	159	0	0	804	0	225	0	423	222	207	615	0	1533	675	948	282	180	240	357	1800	0	174	0	0	0	75	1548	183	942	174	384	0	618	0	0	0	693	177	0	0	0	0	0	0	744	699	0	0	414	234	639	222	0	0	99	0	258	513	267	309	1254	0	873	0	0	771	0	0	129	0	0	0	0	1887	267	0	372	243	0	0	0	0	927	543	720	432	351	0	270	186	192	0	0	1455	336	0	648	0	0	267	0	696	522	405	0	0	0	759	291	0	0	126	0	171	498	435	0	381	531	504	516	972	174	0	132	336	351	999	0	0	0	0	270	0	900	429	69	0	0	1194	108	309	0	0	0	750	894	0	0	0	156	687	783	129	0	120	0	93	333	0	834	0	285	0	102	318	222	0	0	0	0	0	480	246	0	0	0	546	384	633	339	435	0	453	666	0	153	201	477	0	0	792	747	219	0	597	0	831	663	0	0	456	864	0	183	0	825	369	267	180	129	0	435	855	768	87
SRR10185884	1419	249	0	492	282	0	0	0	0	171	0	0	0	297	402	0	0	0	258	0	0	0	267	381	120	1419	375	0	156	0	117	336	657	114	234	384	624	168	0	0	0	93	138	198	0	0	1110	0	0	0	0	1041	0	0	375	0	0	0	0	633	0	0	0	426	684	114	363	186	120	759	0	162	0	0	231	0	0	153	141	0	366	231	225	99	399	564	1146	387	0	309	474	0	300	534	318	189	138	0	0	492	0	0	0	0	981	285	129	741	0	591	723	495	495	435	1041	363	0	129	321	1344	0	207	177	0	552	852	0	1353	1176	0	0	0	234	438	168	486	789	309	141	0	0	0	0	180	0	0	0	651	261	0	915	147	210	0	288	0	0	162	0	1080	201	159	0	126	0	879	231	1137	159	0	0	366	0	441	0	405	222	225	615	0	1515	996	348	270	186	240	246	1800	0	189	0	0	0	189	597	183	1089	282	384	0	618	0	0	0	693	177	0	186	0	0	0	0	1479	1230	0	0	477	234	504	237	0	0	105	0	366	1578	267	309	1101	0	1647	0	0	351	0	81	129	0	0	0	0	1887	267	0	495	243	0	0	0	0	738	549	720	432	357	0	270	204	210	0	0	885	255	0	1056	0	0	267	0	540	525	399	0	0	0	1248	291	0	0	126	0	171	405	426	0	633	771	774	738	975	222	0	138	345	351	1005	0	0	0	207	264	0	888	420	120	0	0	975	96	309	0	0	0	477	834	0	0	0	156	711	975	129	0	117	0	93	333	0	525	0	423	0	108	315	0	0	0	0	0	0	879	255	0	0	0	540	0	504	225	453	0	453	801	0	156	201	477	0	0	792	312	384	0	603	0	831	669	0	0	426	1512	0	183	0	363	549	204	180	129	0	543	837	1197	87
SRR10185885	1425	249	0	489	279	0	0	0	0	171	0	0	0	282	402	0	0	0	252	0	0	0	249	381	120	1443	372	0	156	0	117	336	489	102	381	366	828	168	0	0	0	93	0	198	0	0	1422	0	0	0	0	900	0	0	375	0	0	0	0	591	0	0	0	423	849	114	363	186	120	615	0	162	0	0	231	0	0	150	141	0	786	246	225	99	378	687	1164	387	0	0	1020	0	300	1488	321	189	138	0	0	369	0	0	0	0	744	285	129	765	0	594	1380	303	495	516	687	363	0	129	321	1380	0	144	177	0	357	669	0	831	1161	0	0	0	537	414	0	534	789	309	141	0	0	0	0	180	0	0	189	1218	312	0	1137	318	309	0	288	0	0	156	114	954	201	162	0	126	0	825	216	570	159	0	0	663	0	456	0	423	222	207	321	0	1533	582	657	279	342	240	681	1800	0	189	0	0	0	75	504	183	840	504	384	0	618	0	0	0	687	177	0	174	0	0	0	0	1482	1206	0	0	576	234	453	234	0	0	111	0	360	513	267	309	831	0	780	318	0	762	0	0	129	0	0	0	210	1887	267	0	768	243	0	0	0	0	927	543	720	432	357	0	270	0	210	0	0	1455	276	0	1050	0	0	267	0	537	519	675	0	0	0	813	291	0	0	126	0	171	528	441	0	303	900	774	447	975	453	0	138	345	348	687	0	0	0	0	219	0	621	429	120	0	0	645	189	456	0	0	0	912	1395	0	0	0	156	1329	990	129	0	120	0	93	333	0	480	0	423	0	102	318	0	0	0	0	0	0	1380	246	0	0	0	543	396	621	339	1365	0	453	897	0	156	180	477	0	0	747	753	903	0	597	0	831	663	0	0	456	1650	0	174	336	825	504	267	180	129	0	849	573	1197	0
