Species	5919	TC03G023900	6036	AT4G00740	AT1G65380	5513	5941	5434	5427	5842	5162	TC03G025580	6000	4744	5366	4691	5032	5463	4932	AT3G46610	6528	outlier014	6056	6679	TC02G003180	5421	6705	6447	6320	6450	TC00G047210	AT3G56460	7028	6955	outlier009	5699	7273	6265	5960	4802	KT377094.1	5933	6924	KT377102.1	5271	TC01G019030	6430	TC09G025650	5926	6164	outlier007	5554	TC00G083870	4889	AT4G15420	5958	6865	7367	5918	TC02G023190	4796	outlier002	NM_148067.4	TC05G024510	7572	TC02G026940	5857	5333	5716	5990	6713	4942	5664	5703	AT2G31240	5870	outlier013	outlier010	AT2G01650	TC03G012430	AT5G50280	5702	5536	TC09G026350	TC09G004790	5913	5791	AT1G48520	6785	AT5G13030	6552	AT1G63680	6130	5328	6401	6544	6527	AT3G02760	6238	7296	7333	AT2G33630	AT5G55960	6825	AT4G38890	5354	5849	5772	AT3G04880	5460	TC01G019250	TC02G024400	TC05G008010	6284	4992	AT4G39520	6221	5398	7141	6995	6420	NM_124699.3	5614	5318	TC02G006310	TC01G007130	AT4G33945	6636	6405	5489	5841	5977	TC09G034320	6487	7577	6406	TC01G021540	5949	6570	5578	7024	6387	TC03G010340	TC09G009480	6110	6114	5177	4757	TC09G017950	6139	6072	TC06G011670	5816	TC09G010970	6216	6048	5206	6041	6270	6274	6064	6979	5138	6226	4724	6494	6507	7135	TC05G005750	TC03G002530	6641	6448	7336	6779	6962	5940	6004	AT5G21070	TC02G009310	outlier008	6733	6620	5406	5296	6782	6459	6492	TC03G028600	6565	5034	6913	NM_113708.2	6631	4793	6909	6875	6383	TC06G016050	AT2G35130	4848	6540	6667	6500	6947	TC05G029300	5942	5426	6893	AT2G35790	5945	5343	outlier011	AT3G54090	5910	5644	6175	AT5G13520	7174	6958	5104	5968	AT3G54690	6318	AT1G52310	6198	5936	6412	5596	AT3G26782	5428	5469	TC05G022880	6563	TC08G013000	5802	TC03G001430	outlier006	TC04G028160	6363	TC01G005310	6034	6148	6439	TC05G027690	6488	5347	5260	5273	7241	AT3G59040	KT377070.1	AT5G02860	AT5G23940	outlier003	6050	6557	6797	6532	7111	6933	5656	6299	5188	5865	6051	6407	KT377118.1	6601	AT1G02020	6859	4954	TC04G026920	5449	AT3G10150	6914	6098	AT5G57930	4471	AT5G40440	TC04G030490	6864	outlier005	AT3G53700	6150	6732	5843	TC04G030670	6883	5599	AJ133743.1	AT5G13630	6978	6378	5348	7279	6531	TC07G011130	7628	6882	7194	5339	5859	outlier012	7324	6954	5123	6457	TC07G000920	AT1G17160	TC06G020780	6393	5815	KT377086.1	4951	6366	7136	TC09G026260	5264	6780	TC07G000500	5733	5090	7029	6538	TC02G004290	7325	5893	AT3G24190	5531	5660	5980	5064	5477	7583	7371	AT5G13400	6506	4806	7363	6460	6398	4890	7021	5634	6119	TC01G040040	6946	5639	KT377126.1	5220	5981	7128	NM_179236.3	5355	6854	6791	TC06G006880	6128	6227	6282	6533	6969	5770	TC05G003200	6977	TC04G015820	6379	5821	AT3G56940	TC01G033670	TC09G007890	5594	6483	KT377078.1	outlier004	AT5G08530	TC01G032610	7602	NM_001198514.1	6792	6860	7331	TC01G002420	TC04G019470	5454	5866	outlier001	5163	5335	5326	5116	AT5G64370	6550	5464	6639	6848
SRR10185864	393	990	1209	1173	834	138	366	579	249	240	150	1281	132	0	66	474	0	330	837	1407	432	0	321	87	849	144	294	0	327	462	0	498	0	0	111	132	0	0	0	228	240	408	489	204	0	786	0	681	237	351	0	495	858	0	606	360	237	0	315	777	0	168	705	1632	930	1209	288	0	162	0	0	423	234	0	1704	306	0	126	780	972	951	450	0	1419	609	150	189	438	0	1548	0	1245	339	441	0	861	198	1716	0	0	771	687	1929	192	678	0	285	0	873	0	798	915	1992	720	1095	465	162	705	0	0	348	168	0	246	432	1362	345	0	0	0	354	0	471	1071	201	0	834	0	519	192	0	657	1113	777	342	0	0	327	744	924	0	1398	0	477	333	0	381	996	0	126	0	798	0	0	690	333	0	432	633	957	522	0	0	171	375	0	312	678	375	207	0	435	906	0	336	513	462	480	0	0	705	360	0	219	477	621	0	393	555	441	0	666	912	210	1584	600	1539	0	561	432	525	159	795	690	372	882	879	0	0	0	0	981	0	654	0	387	432	672	1431	0	504	1140	486	999	261	783	0	870	462	780	0	222	363	1266	279	219	0	114	0	519	729	1773	1095	0	0	0	129	258	0	186	231	0	408	663	1200	0	1158	465	1332	0	429	1131	444	1041	375	423	834	282	759	516	0	93	543	387	0	0	1113	261	0	978	1110	330	372	0	0	408	729	0	0	0	747	594	84	420	273	117	0	270	909	414	0	222	693	0	0	228	504	900	0	537	0	267	324	0	690	0	306	690	0	504	309	0	201	0	216	1068	0	111	0	858	183	0	528	222	1569	1284	0	543	573	312	189	408	918	0	384	0	750	0	486	342	714	0	0	597	0	747	0	0	792	939	1611	558	0	105	162	873	501	345	777	234	165	96	636	777	906	0	0	537	0	396	282	681	255	150	483	189
SRR10185865	549	618	1089	1506	834	0	366	558	231	144	0	1791	132	0	66	225	0	324	837	1404	432	111	498	0	771	144	249	0	351	462	0	975	0	0	111	132	0	0	0	174	288	429	600	237	0	651	0	681	234	258	0	555	1266	0	1149	360	306	0	249	639	0	168	840	1632	498	921	288	0	996	0	0	459	327	0	1587	228	0	117	1347	1140	636	411	0	1344	609	0	87	630	0	1548	0	1146	231	207	0	894	201	1731	0	0	762	1431	1935	189	498	0	405	0	873	0	669	1140	1998	702	1125	648	450	909	0	0	348	168	0	246	585	1359	312	0	0	0	603	0	870	876	201	0	1041	0	519	177	0	666	708	1065	321	0	0	393	1944	924	0	1284	0	477	201	0	450	996	0	483	0	813	0	0	678	966	0	531	774	1317	564	0	0	171	300	159	543	336	348	204	0	435	1845	0	336	660	462	648	0	0	834	366	0	0	549	1164	0	897	834	582	0	798	792	0	1584	600	1485	0	561	462	717	159	1359	666	609	861	1833	0	0	0	0	1014	0	702	0	387	0	1602	1437	0	360	1146	726	594	261	804	0	870	267	633	0	459	474	645	264	219	0	186	0	519	738	1899	1266	0	0	0	291	252	0	0	231	0	408	933	1185	0	954	351	1749	0	630	1176	636	1041	576	534	489	321	759	546	0	120	540	423	0	0	1281	486	0	1002	1116	315	198	0	0	408	786	258	0	0	729	621	84	684	528	96	0	270	921	297	0	270	819	0	0	699	504	1539	0	573	0	318	213	0	699	0	504	1062	0	504	633	0	477	0	0	1806	84	150	0	975	153	0	618	222	1689	489	0	597	429	312	0	636	1194	0	447	0	1164	0	306	360	714	0	0	597	126	1698	72	348	792	966	1611	0	0	198	162	1461	666	336	1287	471	189	0	1260	774	1080	0	0	705	0	396	354	471	255	0	207	264
SRR10185866	549	852	1266	1413	834	0	366	558	249	135	0	2235	132	0	171	486	0	420	837	1407	432	111	498	0	738	144	294	0	0	462	0	975	0	0	120	132	0	0	0	477	438	411	636	288	0	747	0	681	336	351	0	495	1530	0	654	360	303	0	255	1188	0	168	1011	1461	618	1209	288	0	627	0	0	459	0	0	468	306	0	117	1347	738	1293	0	0	1572	609	0	0	630	0	1548	0	1164	411	411	0	924	570	1248	0	0	771	1431	1935	0	480	0	318	0	873	0	870	1290	1965	1380	723	639	480	1161	0	0	462	168	0	228	585	654	366	0	0	0	372	0	870	1071	0	0	1233	0	519	192	0	0	945	1065	342	0	0	249	1944	924	0	1371	0	477	228	0	426	1197	0	0	0	735	0	0	654	897	0	429	480	1185	585	0	0	0	300	0	774	336	690	207	0	435	1845	0	336	306	456	648	0	0	552	348	0	0	549	621	0	840	858	1260	0	933	1401	0	1584	600	1713	0	558	432	714	159	1356	690	441	489	1362	0	0	0	0	981	0	717	0	669	0	1605	678	0	558	1146	726	561	261	804	0	426	429	1155	0	459	495	645	579	219	0	117	0	1548	834	780	1197	0	0	0	0	252	0	0	231	0	306	825	1200	0	1503	567	1704	0	630	1020	684	1035	261	1086	834	387	1194	543	0	120	543	438	0	0	405	483	0	1002	2400	0	72	0	0	408	822	0	0	0	729	621	84	693	540	225	0	1290	1008	783	0	351	798	0	0	699	504	900	0	726	0	267	213	0	690	0	498	933	0	513	579	0	477	0	0	1806	132	0	0	975	246	0	618	0	1581	1476	0	597	429	312	0	465	1359	0	384	0	1164	0	231	360	483	0	0	381	81	969	0	0	978	966	1611	567	0	198	162	1446	594	516	759	234	363	0	543	777	1197	0	0	537	0	333	522	954	261	0	258	366
SRR10185867	549	1056	1416	1623	819	366	366	675	159	144	105	1845	132	0	228	0	0	495	765	1407	432	114	102	159	1191	144	294	0	0	462	0	981	0	327	123	132	0	0	0	624	249	972	489	417	0	0	0	681	336	351	117	486	2571	0	1149	360	315	0	0	1188	0	168	900	1632	627	1209	0	0	162	0	0	666	327	0	1659	381	150	120	1347	1137	2022	312	0	1326	609	0	249	630	0	1548	0	2328	0	441	0	837	582	2361	0	0	753	1431	1944	0	1443	0	609	0	873	0	1272	1425	1992	1479	1140	774	402	1011	0	0	471	168	0	216	699	639	1011	0	0	0	372	0	1389	984	0	0	618	0	519	201	0	0	1299	1065	342	0	0	564	1968	936	0	1452	0	477	285	0	468	1014	0	0	96	693	0	0	690	1176	0	531	1260	1350	564	0	0	0	252	0	909	336	945	264	0	435	2235	0	411	717	528	648	0	0	822	369	0	0	561	1164	0	837	861	1008	0	942	798	117	1584	600	1602	0	558	666	729	159	1275	690	678	1383	1833	0	0	0	0	969	0	1560	0	978	0	1776	1437	0	378	1023	750	1002	0	801	147	870	0	1194	0	459	507	690	447	219	159	210	0	1047	939	1902	1263	96	0	0	183	252	0	387	231	0	357	645	1185	0	1308	0	1479	0	1080	423	684	984	642	984	1146	390	423	546	0	132	543	0	0	0	1383	495	0	975	2040	309	435	0	0	408	834	0	0	0	693	639	84	633	522	120	0	1305	1008	627	0	351	1008	0	0	699	507	1107	0	1737	0	249	153	0	699	0	378	1152	348	510	633	0	627	0	0	1806	0	198	0	975	378	0	618	0	1671	1359	0	597	681	309	0	1239	1386	0	360	144	1164	0	591	0	570	0	0	540	0	2058	0	465	1200	786	1332	648	0	348	162	1458	861	144	2259	234	342	0	1725	777	852	0	159	708	0	396	804	1173	333	0	756	402
SRR10185868	549	621	1266	1146	834	258	366	672	417	162	150	2079	132	0	66	411	0	324	693	873	432	0	453	87	1047	144	294	0	0	390	0	852	0	0	111	132	0	0	0	516	438	435	327	288	0	738	0	681	237	351	0	540	1266	0	1413	360	303	0	255	915	0	168	1011	1632	495	1107	288	0	162	0	0	459	225	0	1038	306	0	126	1347	456	927	204	0	1515	609	0	120	630	0	1548	0	843	411	144	0	921	201	840	0	0	702	1416	1425	186	636	0	285	0	882	0	840	1416	1992	741	1206	492	495	627	0	0	429	168	0	174	612	1359	324	0	0	0	603	0	870	972	201	0	1305	0	519	177	0	774	1116	777	342	0	0	189	987	561	0	1314	0	477	384	0	423	333	0	243	0	561	0	0	537	582	0	531	1227	1119	549	0	0	171	375	0	756	378	690	207	0	435	891	0	384	612	462	648	0	0	825	366	0	186	477	621	0	840	348	1008	0	828	783	0	1584	600	1539	0	561	432	729	0	1290	654	372	744	816	0	0	0	0	981	0	825	0	387	0	1776	1437	0	423	861	600	999	261	804	0	870	228	840	0	222	474	1305	576	150	0	114	0	1047	909	1899	1206	0	0	0	0	219	0	345	231	0	408	507	1200	0	1299	258	576	0	429	744	684	981	471	972	1176	444	1113	546	0	93	300	438	0	0	1071	477	0	978	1113	0	291	0	0	408	834	0	0	0	849	636	84	693	651	129	0	270	1008	564	0	351	651	0	0	426	504	1257	0	522	0	267	324	0	699	0	369	1047	0	504	249	0	429	0	0	1068	0	153	0	969	246	0	519	0	1788	1317	0	624	684	312	0	1254	918	0	384	0	756	0	171	360	276	0	0	600	0	1698	72	0	1218	939	1326	648	0	198	162	975	423	417	777	234	324	96	636	357	1302	0	0	690	0	396	270	675	261	0	582	264
SRR10185869	393	939	1266	1050	834	267	366	672	408	240	150	1464	132	0	66	456	0	420	837	1392	432	0	453	87	402	144	294	0	0	333	0	477	0	0	111	132	0	0	0	408	240	417	357	303	0	864	0	681	444	351	0	600	1266	0	576	360	375	0	255	852	0	168	1056	1611	495	1056	288	0	162	207	0	321	291	0	459	177	0	126	1347	1080	1167	396	0	1521	609	240	282	537	0	1740	0	1347	339	441	0	516	192	1251	0	0	741	1404	1932	0	495	0	531	0	882	0	969	933	1965	1344	1134	774	318	765	0	0	348	168	0	270	450	939	366	0	288	0	372	0	957	1155	201	0	573	0	345	177	0	720	1155	366	342	0	0	477	1968	459	0	1470	0	477	441	0	519	996	0	456	0	735	141	0	537	465	0	318	714	1125	333	0	0	234	252	165	735	678	945	207	0	435	1206	0	219	651	546	648	0	0	756	366	0	180	369	1164	0	393	531	1047	0	1032	1365	210	1584	600	1767	0	441	570	729	159	1269	690	372	1281	816	0	0	0	0	981	0	684	0	669	0	1776	1437	0	504	1269	408	450	261	804	0	741	408	843	0	459	405	591	534	219	0	225	0	792	549	1773	1206	0	0	0	492	258	0	426	153	0	315	786	1200	0	1236	597	936	210	429	1215	684	984	825	510	831	360	1041	546	0	93	300	291	0	0	1038	423	0	978	1200	354	291	0	0	387	762	0	0	0	636	957	84	486	531	288	0	270	1008	831	0	669	660	0	0	426	504	1542	0	591	0	267	324	0	690	0	369	681	0	513	306	0	477	0	222	1068	0	330	0	975	246	0	573	210	1671	1317	0	435	489	312	0	693	918	0	384	0	936	0	390	360	471	0	0	597	210	1287	72	249	678	939	1362	648	0	198	162	1467	423	627	777	234	324	0	639	777	1200	0	0	555	0	333	651	717	261	150	582	309
SRR10185870	549	327	324	375	429	0	231	372	0	144	0	393	132	0	0	0	0	171	282	420	267	0	96	0	855	144	84	0	0	207	0	216	0	0	0	294	0	0	0	120	240	264	0	288	0	204	0	474	0	180	0	210	1251	0	558	168	84	0	120	363	0	168	387	1173	300	582	180	0	186	0	0	0	0	0	465	180	0	120	504	705	384	0	0	309	609	0	0	630	0	312	0	573	150	279	0	147	201	873	0	0	252	429	1071	0	411	0	153	0	507	0	357	780	555	249	336	300	90	111	0	0	216	168	0	108	378	492	312	0	0	0	225	0	675	300	0	0	255	0	279	180	0	0	297	363	297	0	0	0	579	189	0	447	0	477	0	0	186	186	0	0	0	159	0	0	192	276	0	126	372	423	180	0	0	0	117	0	177	204	339	123	0	309	279	0	174	210	282	480	0	0	138	225	0	0	180	570	0	402	327	228	0	300	111	0	885	600	441	0	474	72	303	0	516	288	210	585	549	0	0	0	0	300	0	558	0	105	0	687	402	0	147	375	291	237	0	714	0	348	0	642	0	213	132	492	0	129	0	0	0	252	360	486	864	0	0	0	0	96	0	0	99	0	186	294	537	0	303	0	1440	0	429	270	471	309	129	645	807	120	354	228	0	0	342	147	0	0	423	117	0	576	573	0	0	0	0	123	288	0	0	0	189	357	84	126	210	120	0	255	546	0	0	186	321	0	0	297	504	660	0	534	0	135	153	0	615	0	114	444	0	156	105	0	273	0	0	585	0	0	0	366	183	0	162	0	252	339	0	357	237	192	0	111	453	0	111	0	588	0	261	93	243	0	0	534	0	519	0	0	231	795	1326	0	0	105	162	708	366	0	768	234	153	0	1014	249	303	0	0	222	0	315	177	636	255	0	117	150
SRR10185871	549	774	681	1074	834	129	366	558	249	144	150	1101	132	0	66	249	0	171	369	564	378	0	96	87	522	144	216	0	0	378	0	237	0	0	111	132	0	0	0	348	240	444	195	288	0	576	0	498	138	189	0	504	744	0	654	360	84	0	123	546	0	168	504	1611	459	1209	285	0	162	0	0	390	0	0	858	306	0	126	990	597	1275	174	0	1092	603	0	0	630	0	609	0	732	141	441	0	636	198	1008	0	0	615	600	1758	0	882	0	180	0	666	0	594	756	1998	699	705	567	138	621	0	0	348	168	0	69	450	1359	285	0	0	0	219	0	585	618	201	0	273	0	465	162	0	255	468	363	342	0	0	177	696	453	0	636	0	477	165	0	186	957	0	0	0	288	0	0	363	432	0	195	510	924	522	0	0	126	210	162	312	351	342	207	0	435	552	0	336	240	546	480	0	0	387	291	0	0	516	576	0	393	417	393	0	522	459	141	1584	600	1014	0	561	207	420	135	573	663	213	1014	594	0	0	0	0	966	0	678	0	228	0	1350	1437	0	348	753	456	762	195	654	0	489	126	714	0	222	426	480	222	219	0	114	0	663	549	495	930	0	0	0	75	105	0	0	204	0	189	471	1185	0	681	147	684	0	993	420	471	657	192	972	564	120	456	546	0	93	264	150	0	0	525	207	0	1002	702	252	93	0	0	249	579	0	0	0	267	573	84	387	303	120	0	270	402	453	0	186	375	0	0	411	504	462	0	501	0	264	195	0	699	0	162	558	0	333	189	0	264	0	0	741	0	120	0	366	183	0	306	114	258	432	0	369	372	312	0	111	918	0	255	0	750	0	318	219	315	0	0	534	0	891	0	0	729	882	1326	399	0	105	162	885	435	213	777	234	264	0	552	540	390	0	0	414	0	363	174	672	255	150	273	162
SRR10185872	492	756	498	651	834	138	366	327	135	144	0	873	132	0	66	225	0	171	369	672	378	0	102	0	318	144	231	0	0	264	0	237	0	0	111	132	0	0	0	120	240	264	291	288	0	279	0	678	138	180	0	417	780	0	654	360	96	0	96	567	0	168	255	1461	459	789	210	0	162	0	0	354	105	0	504	210	0	117	435	504	555	0	0	558	609	0	87	627	0	795	0	666	195	357	0	246	198	717	0	0	408	732	954	0	681	0	183	0	699	0	561	636	1989	699	483	303	174	312	153	0	282	168	0	108	165	1197	312	0	0	0	225	0	675	375	0	0	273	0	435	201	0	201	834	777	321	0	0	162	651	402	0	636	0	477	102	0	186	276	0	132	0	318	0	0	363	426	0	126	462	774	183	0	0	165	141	0	375	336	318	123	0	222	345	0	252	249	384	282	0	0	387	261	0	0	348	585	0	393	327	390	0	318	441	0	1584	600	813	0	405	201	420	147	627	351	213	675	312	0	0	0	0	594	0	501	0	378	0	1026	1404	0	150	426	291	363	126	501	0	393	99	501	0	162	255	480	114	219	0	114	0	345	501	1023	972	0	0	0	75	96	0	150	99	0	174	279	699	0	531	147	789	105	441	531	471	378	192	402	345	120	354	330	0	93	258	126	0	0	519	201	0	624	810	153	93	0	0	138	288	0	0	0	198	564	84	126	279	120	0	270	474	207	0	186	312	0	0	342	405	438	0	543	0	207	186	0	615	0	162	330	0	177	228	0	414	0	0	726	0	120	0	366	183	0	162	0	258	339	0	369	237	312	0	111	702	0	195	0	588	0	216	270	243	0	0	537	78	687	0	0	432	603	1323	360	0	105	162	885	369	159	513	234	162	0	765	237	330	0	0	225	0	327	174	648	267	150	123	144
SRR10185873	393	756	1020	645	834	0	366	558	168	0	150	1638	132	0	66	222	0	171	369	618	378	0	189	87	855	144	225	0	0	351	0	453	0	0	111	132	0	0	0	396	240	525	204	288	0	435	0	681	153	351	0	390	1434	0	654	360	165	0	201	669	0	168	516	1632	603	1209	288	0	162	0	0	423	0	0	858	201	0	117	984	1137	1419	153	0	1110	609	0	108	630	0	837	0	903	183	351	0	306	201	1161	0	0	408	618	1947	0	870	0	222	0	501	0	669	933	1965	699	696	342	141	636	0	0	348	168	0	108	519	1359	312	0	117	0	372	0	1110	642	0	0	273	0	465	177	0	213	810	450	342	0	0	162	987	471	0	636	0	312	171	0	186	915	0	0	0	369	0	0	669	477	0	126	522	906	333	0	0	0	210	0	666	540	678	207	0	435	558	0	336	282	384	480	0	0	642	324	0	0	348	621	0	393	414	336	0	351	393	0	1584	600	1206	0	561	240	420	0	1293	690	213	696	732	0	0	0	0	1014	0	675	0	387	0	1374	1431	0	549	828	588	762	261	654	0	408	0	351	0	162	408	690	162	219	120	114	0	639	672	1185	981	0	0	0	75	162	0	0	210	0	189	456	1200	0	777	147	462	0	993	753	471	651	375	423	342	120	666	546	0	93	300	186	0	0	480	207	0	984	795	297	93	0	0	249	525	0	0	0	549	636	81	222	216	120	0	270	402	210	0	270	372	0	0	426	504	819	0	453	0	198	153	0	699	0	162	348	0	222	309	0	264	0	0	741	0	120	0	366	183	0	177	114	258	423	0	597	429	312	0	306	666	0	225	0	471	0	591	249	390	0	0	597	0	1557	0	0	804	939	1323	315	0	105	162	939	312	201	777	234	186	0	552	540	855	0	0	276	0	396	174	570	261	0	258	156
SRR10185874	549	1005	1413	1041	834	267	366	672	417	222	150	1320	132	0	66	546	0	420	837	1407	432	0	552	87	933	144	294	0	0	462	0	975	0	0	111	132	0	0	0	369	240	408	381	288	0	642	0	498	528	351	0	618	1266	0	696	360	438	0	204	945	0	168	525	1632	951	1056	288	0	162	207	0	654	288	0	813	300	0	126	1347	1116	933	363	0	1521	609	420	324	486	0	1749	0	1347	411	498	0	1101	195	1692	0	0	768	1410	1932	342	513	0	609	0	873	0	969	1317	1971	741	681	672	249	756	0	0	462	168	204	204	507	1359	447	0	432	129	675	0	1389	1071	201	0	1197	0	546	210	0	726	1116	366	342	0	0	561	1677	681	0	1578	0	477	342	0	519	996	0	591	0	627	264	0	537	1110	0	453	624	1059	333	0	0	273	324	0	735	336	915	207	0	435	891	0	255	645	546	648	0	0	888	369	0	336	381	1164	0	519	531	783	0	705	720	0	1584	600	1443	0	441	666	729	159	1290	702	372	462	1632	0	0	0	0	966	135	702	0	387	0	1617	1431	0	504	1131	657	489	261	804	0	699	564	621	0	459	495	1089	711	177	0	189	0	1047	549	1899	1191	0	0	0	474	219	0	330	153	0	408	738	1200	0	939	768	1710	258	1080	1203	684	984	678	972	834	351	759	546	0	93	300	438	0	0	1038	483	261	978	1200	441	291	0	0	408	702	258	0	0	930	636	84	573	531	120	0	270	1008	1065	0	669	705	0	0	426	504	1542	147	537	0	267	324	0	699	0	510	1062	0	513	615	0	477	0	222	1806	285	330	0	774	246	0	618	327	1380	672	0	597	429	312	264	693	987	0	384	0	1164	0	591	360	798	0	0	597	210	1698	111	234	792	939	954	624	0	198	162	1014	699	525	777	531	522	0	1368	318	1206	0	0	705	0	396	411	996	255	0	537	264
SRR10185875	261	756	567	1038	834	0	366	558	96	144	0	1638	132	0	66	267	0	171	369	1386	378	111	171	87	696	144	231	0	0	252	0	237	156	0	111	132	0	0	0	348	240	339	204	288	0	648	0	681	138	348	0	504	831	0	678	360	84	0	201	1188	0	168	504	1191	459	1080	288	0	162	0	0	288	171	0	1122	306	0	123	1188	1137	1308	225	0	1158	609	0	102	630	0	390	0	1146	204	441	0	369	198	777	0	0	594	510	1128	99	678	0	153	0	669	0	561	456	1677	699	444	324	141	303	0	0	348	168	0	69	447	432	297	0	0	0	372	0	840	558	0	0	273	0	465	177	0	0	786	777	321	0	0	129	987	429	0	636	0	477	156	0	204	795	0	159	0	138	0	0	459	360	0	147	306	825	333	0	0	0	159	153	315	336	678	207	0	348	504	0	336	291	384	432	0	0	399	327	0	0	267	1164	0	372	327	312	0	300	492	0	1584	702	1014	0	561	240	423	159	693	327	213	594	654	0	0	0	0	594	0	573	0	378	216	1287	1434	0	273	759	453	363	258	633	0	534	153	828	0	189	315	660	372	219	0	114	0	639	549	1323	894	0	0	0	75	96	0	213	99	0	189	447	1200	0	753	216	888	0	612	645	624	657	192	600	387	120	753	546	0	120	531	126	0	0	525	258	207	1002	627	252	162	0	0	249	546	0	0	0	285	483	84	420	225	120	0	270	726	195	0	270	834	0	0	351	504	636	0	591	0	153	153	0	699	0	162	702	0	240	309	0	477	0	0	741	0	120	0	366	183	0	237	0	258	309	0	456	429	312	0	111	918	0	288	0	1029	0	585	192	447	0	0	534	0	681	111	162	789	861	1329	252	0	105	162	975	300	318	777	234	264	0	1023	540	273	0	0	303	0	363	180	423	261	0	264	180
SRR10185876	261	840	663	849	834	138	366	558	249	144	210	1236	132	0	66	255	0	186	450	846	432	0	189	87	765	144	249	0	141	387	0	453	219	0	111	132	0	0	0	348	240	576	384	288	0	717	0	495	186	342	0	486	660	0	654	360	165	0	201	723	0	168	504	1632	618	918	249	0	186	192	0	423	225	0	1170	264	0	123	1197	1041	1203	240	0	1158	603	0	120	384	0	492	0	1146	372	366	0	684	201	888	0	0	765	678	1497	0	420	0	216	0	873	0	840	1221	1677	699	645	513	174	279	0	0	348	168	0	174	585	1029	315	0	0	0	318	0	792	1002	201	0	750	0	273	177	0	258	924	777	321	0	0	177	720	924	0	906	0	477	165	0	297	996	0	498	0	708	213	0	636	375	0	396	543	975	333	0	0	171	237	0	480	540	510	198	0	435	456	0	336	321	438	648	0	0	705	348	0	0	270	1164	0	495	555	471	0	591	564	0	1584	600	1116	0	558	195	423	159	810	420	213	1110	588	0	0	0	0	528	135	681	0	378	147	1446	1431	0	423	672	504	603	267	654	0	870	321	768	0	231	402	615	411	219	111	117	0	822	648	1488	1050	0	0	0	117	186	0	264	204	0	279	540	1200	0	657	255	1743	0	630	897	657	654	375	744	564	282	816	546	0	120	366	183	0	0	678	228	0	1002	2106	252	177	0	0	408	564	0	0	0	549	603	84	234	291	120	0	270	726	231	0	270	522	0	0	426	504	861	282	552	0	231	324	0	699	0	162	930	0	480	480	0	210	0	0	1038	0	120	0	366	183	0	252	114	1185	429	0	564	417	312	0	276	912	0	237	0	666	0	423	267	267	0	81	597	75	738	111	0	684	924	639	354	0	105	162	1101	384	156	834	234	264	0	1023	660	627	0	0	402	0	396	189	423	261	150	273	324
SRR10185877	294	972	1209	735	834	0	366	558	159	144	0	1080	132	0	66	273	102	186	369	831	402	111	237	87	1071	144	231	0	0	357	0	237	213	0	111	132	0	0	0	408	123	525	288	288	0	639	0	681	279	225	0	474	747	0	666	360	165	0	201	660	0	168	528	1560	498	1080	288	0	186	207	0	423	267	0	1110	306	0	123	774	1041	1275	240	0	1158	603	0	189	627	0	1194	0	1530	456	453	0	639	189	858	0	0	765	678	1383	0	531	0	285	0	873	0	840	1221	1965	699	726	468	246	705	0	0	348	168	0	150	441	1359	630	0	0	0	372	0	873	912	201	0	273	0	465	198	0	351	870	777	321	0	0	300	600	924	0	1293	0	477	165	0	381	996	0	249	75	798	141	0	642	528	0	252	528	1014	333	0	0	171	252	0	582	231	561	186	0	432	732	0	336	405	384	648	0	0	675	351	0	0	615	768	0	447	555	525	0	603	600	0	1584	600	1044	0	567	201	396	159	1284	351	213	387	615	0	0	0	0	582	135	1548	0	387	249	1167	1431	0	252	621	549	603	204	783	0	870	282	777	0	222	432	690	372	219	0	117	0	639	606	1056	1002	0	0	0	84	210	0	258	216	0	315	513	1194	0	978	255	807	0	630	879	657	1041	192	972	834	216	711	546	0	93	366	333	0	0	975	222	0	522	1248	201	198	0	0	408	579	0	0	0	357	594	84	420	309	117	0	270	474	330	0	213	594	0	0	297	504	903	90	501	0	192	201	0	690	0	339	375	0	474	381	0	258	0	0	741	0	120	0	366	183	0	342	171	258	483	0	369	417	312	0	111	702	0	237	0	1164	0	480	267	498	0	0	534	81	891	72	0	792	939	1326	462	0	105	162	1458	372	258	834	234	264	96	1020	540	633	0	0	228	0	396	174	852	261	150	153	261
